AvgSpotLen	BioSample	Experiment	Instrument	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	biomaterial_provider	cell_line	cell_type	source_name	treated_with	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
152	SAMN03318472	SRX859756	Illumina HiSeq 2500	2015-01-31	7	4	Homo sapiens	SRR1780454	SRS831338	GSM1596976	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318219	SRX859757	Illumina HiSeq 2500	2015-01-31	53	33	Homo sapiens	SRR1780455	SRS831339	GSM1596977	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318219	SRX859757	Illumina HiSeq 2500	2015-01-31	11	7	Homo sapiens	SRR1780456	SRS831339	GSM1596977	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318390	SRX859758	Illumina HiSeq 2500	2015-01-31	57	35	Homo sapiens	SRR1780457	SRS831335	GSM1596978	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318390	SRX859758	Illumina HiSeq 2500	2015-01-31	20	12	Homo sapiens	SRR1780458	SRS831335	GSM1596978	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318380	SRX859759	Illumina HiSeq 2500	2015-01-31	54	34	Homo sapiens	SRR1780459	SRS831341	GSM1596979	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318380	SRX859759	Illumina HiSeq 2500	2015-01-31	11	7	Homo sapiens	SRR1780460	SRS831341	GSM1596979	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317753	SRX859760	Illumina HiSeq 2500	2015-01-31	45	28	Homo sapiens	SRR1780461	SRS831342	GSM1596980	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317753	SRX859760	Illumina HiSeq 2500	2015-01-31	12	7	Homo sapiens	SRR1780462	SRS831342	GSM1596980	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318188	SRX859761	Illumina HiSeq 2500	2015-01-31	8	6	Homo sapiens	SRR1780463	SRS831336	GSM1596981	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318188	SRX859761	Illumina HiSeq 2500	2015-01-31	2	1	Homo sapiens	SRR1780464	SRS831336	GSM1596981	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317876	SRX859762	Illumina HiSeq 2500	2015-01-31	51	32	Homo sapiens	SRR1780465	SRS831337	GSM1596982	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317876	SRX859762	Illumina HiSeq 2500	2015-01-31	10	6	Homo sapiens	SRR1780466	SRS831337	GSM1596982	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318324	SRX859763	Illumina HiSeq 2500	2015-01-31	9	7	Homo sapiens	SRR1780467	SRS831340	GSM1596983	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318324	SRX859763	Illumina HiSeq 2500	2015-01-31	1	1	Homo sapiens	SRR1780468	SRS831340	GSM1596983	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318476	SRX859764	Illumina HiSeq 2500	2015-01-31	49	31	Homo sapiens	SRR1780469	SRS831343	GSM1596984	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318476	SRX859764	Illumina HiSeq 2500	2015-01-31	16	9	Homo sapiens	SRR1780470	SRS831343	GSM1596984	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317968	SRX859765	Illumina HiSeq 2500	2015-01-31	65	41	Homo sapiens	SRR1780471	SRS831346	GSM1596985	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317968	SRX859765	Illumina HiSeq 2500	2015-01-31	19	11	Homo sapiens	SRR1780472	SRS831346	GSM1596985	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317834	SRX859766	Illumina HiSeq 2500	2015-01-31	46	29	Homo sapiens	SRR1780473	SRS831345	GSM1596986	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317834	SRX859766	Illumina HiSeq 2500	2015-01-31	6	3	Homo sapiens	SRR1780474	SRS831345	GSM1596986	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318368	SRX859767	Illumina HiSeq 2500	2015-01-31	10	8	Homo sapiens	SRR1780475	SRS831344	GSM1596987	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318368	SRX859767	Illumina HiSeq 2500	2015-01-31	1	1	Homo sapiens	SRR1780476	SRS831344	GSM1596987	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318563	SRX859768	Illumina HiSeq 2500	2015-01-31	44	29	Homo sapiens	SRR1780477	SRS831347	GSM1596988	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318563	SRX859768	Illumina HiSeq 2500	2015-01-31	7	4	Homo sapiens	SRR1780478	SRS831347	GSM1596988	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318405	SRX859769	Illumina HiSeq 2500	2015-01-31	65	40	Homo sapiens	SRR1780479	SRS831356	GSM1596989	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318405	SRX859769	Illumina HiSeq 2500	2015-01-31	13	7	Homo sapiens	SRR1780480	SRS831356	GSM1596989	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317827	SRX859770	Illumina HiSeq 2500	2015-01-31	28	18	Homo sapiens	SRR1780481	SRS831348	GSM1596990	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317827	SRX859770	Illumina HiSeq 2500	2015-01-31	10	6	Homo sapiens	SRR1780482	SRS831348	GSM1596990	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317857	SRX859771	Illumina HiSeq 2500	2015-01-31	28	18	Homo sapiens	SRR1780483	SRS831350	GSM1596991	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317857	SRX859771	Illumina HiSeq 2500	2015-01-31	4	2	Homo sapiens	SRR1780484	SRS831350	GSM1596991	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317939	SRX859772	Illumina HiSeq 2500	2015-01-31	8	6	Homo sapiens	SRR1780485	SRS831349	GSM1596992	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317939	SRX859772	Illumina HiSeq 2500	2015-01-31	2	1	Homo sapiens	SRR1780486	SRS831349	GSM1596992	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318538	SRX859773	Illumina HiSeq 2500	2015-01-31	9	7	Homo sapiens	SRR1780487	SRS831360	GSM1596993	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318538	SRX859773	Illumina HiSeq 2500	2015-01-31	1	1	Homo sapiens	SRR1780488	SRS831360	GSM1596993	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318183	SRX859774	Illumina HiSeq 2500	2015-01-31	6	5	Homo sapiens	SRR1780489	SRS831364	GSM1596994	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318183	SRX859774	Illumina HiSeq 2500	2015-01-31	1	1	Homo sapiens	SRR1780490	SRS831364	GSM1596994	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318130	SRX859775	Illumina HiSeq 2500	2015-01-31	8	6	Homo sapiens	SRR1780491	SRS831351	GSM1596995	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318130	SRX859775	Illumina HiSeq 2500	2015-01-31	2	1	Homo sapiens	SRR1780492	SRS831351	GSM1596995	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317915	SRX859776	Illumina HiSeq 2500	2015-01-31	52	33	Homo sapiens	SRR1780493	SRS831353	GSM1596996	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317915	SRX859776	Illumina HiSeq 2500	2015-01-31	9	5	Homo sapiens	SRR1780494	SRS831353	GSM1596996	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318589	SRX859777	Illumina HiSeq 2500	2015-01-31	69	45	Homo sapiens	SRR1780495	SRS831352	GSM1596997	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318589	SRX859777	Illumina HiSeq 2500	2015-01-31	8	5	Homo sapiens	SRR1780496	SRS831352	GSM1596997	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318040	SRX859778	Illumina HiSeq 2500	2015-01-31	54	34	Homo sapiens	SRR1780497	SRS831354	GSM1596998	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318040	SRX859778	Illumina HiSeq 2500	2015-01-31	7	4	Homo sapiens	SRR1780498	SRS831354	GSM1596998	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03319033	SRX859779	Illumina HiSeq 2500	2015-01-31	56	36	Homo sapiens	SRR1780499	SRS831355	GSM1596999	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03319033	SRX859779	Illumina HiSeq 2500	2015-01-31	8	5	Homo sapiens	SRR1780500	SRS831355	GSM1596999	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318422	SRX859780	Illumina HiSeq 2500	2015-01-31	31	20	Homo sapiens	SRR1780501	SRS831358	GSM1597000	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318422	SRX859780	Illumina HiSeq 2500	2015-01-31	8	4	Homo sapiens	SRR1780502	SRS831358	GSM1597000	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318559	SRX859781	Illumina HiSeq 2500	2015-01-31	61	40	Homo sapiens	SRR1780503	SRS831357	GSM1597001	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318559	SRX859781	Illumina HiSeq 2500	2015-01-31	10	6	Homo sapiens	SRR1780504	SRS831357	GSM1597001	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318014	SRX859782	Illumina HiSeq 2500	2015-01-31	43	28	Homo sapiens	SRR1780505	SRS831359	GSM1597002	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318014	SRX859782	Illumina HiSeq 2500	2015-01-31	8	5	Homo sapiens	SRR1780506	SRS831359	GSM1597002	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318505	SRX859783	Illumina HiSeq 2500	2015-01-31	27	18	Homo sapiens	SRR1780507	SRS831362	GSM1597003	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318505	SRX859783	Illumina HiSeq 2500	2015-01-31	6	4	Homo sapiens	SRR1780508	SRS831362	GSM1597003	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317809	SRX859784	Illumina HiSeq 2500	2015-01-31	38	25	Homo sapiens	SRR1780509	SRS831363	GSM1597004	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317809	SRX859784	Illumina HiSeq 2500	2015-01-31	8	5	Homo sapiens	SRR1780510	SRS831363	GSM1597004	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318174	SRX859785	Illumina HiSeq 2500	2015-01-31	42	28	Homo sapiens	SRR1780511	SRS831361	GSM1597005	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318174	SRX859785	Illumina HiSeq 2500	2015-01-31	8	5	Homo sapiens	SRR1780512	SRS831361	GSM1597005	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317874	SRX859786	Illumina HiSeq 2500	2015-01-31	30	20	Homo sapiens	SRR1780513	SRS831374	GSM1597006	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317874	SRX859786	Illumina HiSeq 2500	2015-01-31	7	4	Homo sapiens	SRR1780514	SRS831374	GSM1597006	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318724	SRX859787	Illumina HiSeq 2500	2015-01-31	9	7	Homo sapiens	SRR1780515	SRS831375	GSM1597007	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318724	SRX859787	Illumina HiSeq 2500	2015-01-31	2	1	Homo sapiens	SRR1780516	SRS831375	GSM1597007	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318673	SRX859788	Illumina HiSeq 2500	2015-01-31	41	25	Homo sapiens	SRR1780517	SRS831365	GSM1597008	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318673	SRX859788	Illumina HiSeq 2500	2015-01-31	11	6	Homo sapiens	SRR1780518	SRS831365	GSM1597008	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317952	SRX859789	Illumina HiSeq 2500	2015-01-31	74	47	Homo sapiens	SRR1780519	SRS831366	GSM1597009	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317952	SRX859789	Illumina HiSeq 2500	2015-01-31	12	7	Homo sapiens	SRR1780520	SRS831366	GSM1597009	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318098	SRX859790	Illumina HiSeq 2500	2015-01-31	26	17	Homo sapiens	SRR1780521	SRS831367	GSM1597010	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318098	SRX859790	Illumina HiSeq 2500	2015-01-31	3	2	Homo sapiens	SRR1780522	SRS831367	GSM1597010	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318252	SRX859791	Illumina HiSeq 2500	2015-01-31	46	30	Homo sapiens	SRR1780523	SRS831368	GSM1597011	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318252	SRX859791	Illumina HiSeq 2500	2015-01-31	2	1	Homo sapiens	SRR1780524	SRS831368	GSM1597011	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318687	SRX859792	Illumina HiSeq 2500	2015-01-31	7	6	Homo sapiens	SRR1780525	SRS831369	GSM1597012	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318687	SRX859792	Illumina HiSeq 2500	2015-01-31	0	0	Homo sapiens	SRR1780526	SRS831369	GSM1597012	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318558	SRX859793	Illumina HiSeq 2500	2015-01-31	48	29	Homo sapiens	SRR1780527	SRS831370	GSM1597013	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318558	SRX859793	Illumina HiSeq 2500	2015-01-31	4	2	Homo sapiens	SRR1780528	SRS831370	GSM1597013	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318587	SRX859794	Illumina HiSeq 2500	2015-01-31	27	15	Homo sapiens	SRR1780529	SRS831372	GSM1597014	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318587	SRX859794	Illumina HiSeq 2500	2015-01-31	2	1	Homo sapiens	SRR1780530	SRS831372	GSM1597014	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03318551	SRX859795	Illumina HiSeq 2500	2015-01-31	12	7	Homo sapiens	SRR1780531	SRS831371	GSM1597015	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318551	SRX859795	Illumina HiSeq 2500	2015-01-31	1	0	Homo sapiens	SRR1780532	SRS831371	GSM1597015	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
100	SAMN03317792	SRX859796	Illumina HiSeq 2500	2015-01-31	42	24	Homo sapiens	SRR1780533	SRS831376	GSM1597016	ATCC	K562	chronic myeloid leukemia cells	singles-K562-rep2	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
